capture_id,Attack_Type,Label,prediction
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,dos_flood
slow_dos_15,slow_dos,1,mqtt_abuse
