source_csv,binary_prediction,macro_prediction,detailed_prediction,p_benign,p_malicious,macro_top1,macro_top2,detail_top1,detail_top2,detail_top3,focused_family,focused_prediction,focused_top1_prob,focused_top2
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:0.9992,auth_control_repetition:0.0008,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0,1.0,availability_abuse:0.9414,recon_scan:0.0573,dos_flood:0.3767,slow_dos:0.3319,mqtt_abuse:0.2696,availability_abuse,dos_flood,0.3876654941838051,slow_dos:0.3332 | mqtt_abuse:0.2791
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:0.9992,auth_control_repetition:0.0008,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.00024128696785682537,0.9997587130321431,availability_abuse:0.9514,recon_scan:0.0472,mqtt_abuse:0.3320,slow_dos:0.3240,dos_flood:0.3115,availability_abuse,mqtt_abuse,0.38392682337245043,slow_dos:0.3185 | dos_flood:0.2976
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9993854347882922,slow_dos:0.0006 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:0.9992,auth_control_repetition:0.0008,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,slow_dos,0.00024128696785682537,0.9997587130321431,availability_abuse:0.9524,recon_scan:0.0461,slow_dos:0.3412,dos_flood:0.3293,mqtt_abuse:0.3024,availability_abuse,slow_dos,0.38572371780508946,dos_flood:0.3419 | mqtt_abuse:0.2724
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,slow_dos,0.0,1.0,availability_abuse:0.9305,recon_scan:0.0682,slow_dos:0.3458,dos_flood:0.3301,mqtt_abuse:0.3021,availability_abuse,slow_dos,0.3815398424039039,mqtt_abuse:0.3497 | dos_flood:0.2688
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:0.9992,auth_control_repetition:0.0008,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0,1.0,availability_abuse:0.9357,recon_scan:0.0630,dos_flood:0.4209,slow_dos:0.2884,mqtt_abuse:0.2669,availability_abuse,dos_flood,0.43040238705518796,mqtt_abuse:0.3189 | slow_dos:0.2507
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9993854347882922,slow_dos:0.0006 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0,1.0,availability_abuse:0.9467,recon_scan:0.0520,dos_flood:0.3437,slow_dos:0.3357,mqtt_abuse:0.2997,availability_abuse,mqtt_abuse,0.3640757640034259,slow_dos:0.3464 | dos_flood:0.2896
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0021860410084565667,0.9978139589915435,availability_abuse:0.9193,recon_scan:0.0782,dos_flood:0.4277,slow_dos:0.2806,mqtt_abuse:0.2667,availability_abuse,dos_flood,0.47954628453135695,mqtt_abuse:0.2707 | slow_dos:0.2498
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9993854347882922,slow_dos:0.0006 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9985216259870782,slow_dos:0.0015 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,slow_dos,0.0,1.0,availability_abuse:0.8648,recon_scan:0.1336,slow_dos:0.3446,dos_flood:0.3318,mqtt_abuse:0.2681,availability_abuse,slow_dos,0.45018297063968793,mqtt_abuse:0.3301 | dos_flood:0.2197
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0,1.0,availability_abuse:0.9492,recon_scan:0.0495,dos_flood:0.3660,slow_dos:0.3211,mqtt_abuse:0.2927,availability_abuse,mqtt_abuse,0.3457562466650009,dos_flood:0.3426 | slow_dos:0.3117
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:0.9992,auth_control_repetition:0.0008,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,slow_dos,9.723813486339543e-05,0.9999027618651365,availability_abuse:0.9480,recon_scan:0.0504,slow_dos:0.3479,dos_flood:0.3370,mqtt_abuse:0.2944,availability_abuse,slow_dos,0.421862426402589,mqtt_abuse:0.3214 | dos_flood:0.2568
mqtt_abuse_17.csv,malicious,availability_abuse,mqtt_abuse,0.0,1.0,availability_abuse:1.0000,auth_control_repetition:0.0000,mqtt_abuse:1.0000,benign:0.0000,bruteforce:0.0000,availability_abuse,mqtt_abuse,0.9997716259870782,slow_dos:0.0002 | dos_flood:0.0000
mqtt_abuse_17.csv,malicious,availability_abuse,dos_flood,0.0,1.0,availability_abuse:0.9043,recon_scan:0.0944,dos_flood:0.4125,slow_dos:0.2979,mqtt_abuse:0.2631,availability_abuse,dos_flood,0.3960346551608872,slow_dos:0.3506 | mqtt_abuse:0.2534
